srr	sample_name	replicate	single_paired	rcomp	unusable	trim_read_depth	sample_qc_score	paper_id	sample_id	protocol	paper_name	organism	cell_type	sample_id	condition_type	treatment	conc_intens	start_time	end_time	duration	duration_unit
SRR10502422	SRR10502422	2	single	1	0	27752690	3	25	265	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	265	treatment	HSV-1	MOI 5	-6	-5	1	hr
SRR10502422	SRR10502422	2	single	1	0	27752690	3	25	265	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	265	treatment	flavopiridol	450 nM	-6	0	6	hr
SRR8957130	SRR8957130	1	single	1	0	44178047	1	25	266	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	266	treatment	HSV-1	MOI 5	-3	-2	1	hr
SRR8957131	SRR8957131	2	single	1	0	51489131	1	25	267	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	267	treatment	HSV-1	MOI 5	-3	-2	1	hr
SRR8957132	SRR8957132	3	single	1	0	58104266	1	25	268	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	268	treatment	HSV-1	MOI 5	-3	-2	1	hr
SRR8957139	SRR8957139	1	single	1	0	35890733	1	25	275	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	275	treatment	HSV-1	MOI 5	-3	-2	1	hr
SRR10502420	SRR10502420	2	single	1	0	28298160	2	25	263	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	263	vehicle	DMSO	0.01%	-6	0	6	hr
SRR10502420	SRR10502420	2	single	1	0	28298160	2	25	263	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	263	treatment	HSV-1	MOI 5	-6	-5	1	hr
SRR10502419	SRR10502419	1	single	1	0	23150442	3	25	262	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	262	vehicle	DMSO	0.01%	-6	0	6	hr
SRR10502419	SRR10502419	1	single	1	0	23150442	3	25	262	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	262	treatment	HSV-1	MOI 5	-6	-5	1	hr
SRR10502418	SRR10502418	2	single	1	0	31900579	1	25	261	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	261	treatment	acyclovir	10 microM	-5	0	5	hr
SRR10502418	SRR10502418	2	single	1	0	31900579	1	25	261	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	261	treatment	HSV-1	MOI 5	-6	-5	1	hr
SRR10502417	SRR10502417	1	single	1	0	26912039	2	25	260	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	260	treatment	acyclovir	10 microM	-5	0	5	hr
SRR10502417	SRR10502417	1	single	1	0	26912039	2	25	260	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	260	treatment	HSV-1	MOI 5	-6	-5	1	hr
SRR6216713	SRR6216713	3	single	1	0	45463302	1	24	259	GRO-seq	Birkenheuer2018herpes	H. sapiens	HEp2	259	vehicle	mock infection medium		-3	0	3	hr
SRR6216712	SRR6216712	2	single	1	0	53721147	1	24	258	GRO-seq	Birkenheuer2018herpes	H. sapiens	HEp2	258	vehicle	mock infection medium		-3	0	3	hr
SRR6216704	SRR6216704	3	single	1	0	36245372	1	23	250	GRO-seq	Birkenheuer2018herpes	H. sapiens	HEp2	250	treatment	HSV-1	MOI 5	-3	0	3	hr
SRR8957141	SRR8957141	3	single	1	0	39811416	1	25	277	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	277	treatment	cycloheximide	10 microM	-4	0	4	hr
SRR8957142	SRR8957142	1	single	1	0	84132172	2	25	278	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	278	treatment	HSV-1	MOI 5	-6	-5	1	hr
SRR8957142	SRR8957142	1	single	1	0	84132172	2	25	278	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	278	treatment	phosphonoacetic acid 	200 microg/mL	-6	0	6	hr
SRR8957143	SRR8957143	2	single	1	0	52176855	2	25	279	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	279	treatment	HSV-1	MOI 5	-6	-5	1	hr
SRR8957143	SRR8957143	2	single	1	0	52176855	2	25	279	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	279	treatment	phosphonoacetic acid 	200 microg/mL	-6	0	6	hr
SRR8957141	SRR8957141	3	single	1	0	39811416	1	25	277	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	277	treatment	HSV-1	MOI 5	-3	-2	1	hr
SRR8957140	SRR8957140	2	single	1	0	41992910	1	25	276	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	276	treatment	cycloheximide	10 microM	-4	0	4	hr
SRR8957140	SRR8957140	2	single	1	0	41992910	1	25	276	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	276	treatment	HSV-1	MOI 5	-3	-2	1	hr
SRR8957134	SRR8957134	5	single	1	0	27463984	2	25	270	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	270	treatment	HSV-1	MOI 5	-3	-2	1	hr
SRR6216703	SRR6216703	2	single	1	0	47419825	1	23	249	GRO-seq	Birkenheuer2018herpes	H. sapiens	HEp2	249	treatment	HSV-1	MOI 5	-3	0	3	hr
SRR6216702	SRR6216702	1	single	1	0	54013225	1	23	248	GRO-seq	Birkenheuer2018herpes	H. sapiens	HEp2	248	treatment	HSV-1	MOI 5	-3	0	3	hr
SRR8957139	SRR8957139	1	single	1	0	35890733	1	25	275	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	275	treatment	cycloheximide	10 microM	-4	0	4	hr
SRR6216705	SRR6216705	1	single	1	0	47310485	1	23	251	GRO-seq	Birkenheuer2018herpes	H. sapiens	HEp2	251	vehicle	mock infection medium		-3	0	3	hr
SRR8957138	SRR8957138	3	single	1	0	43683688	1	25	274	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	274	treatment	HSV-1	MOI 5	-6	-5	1	hr
SRR8957137	SRR8957137	2	single	1	0	48552704	1	25	273	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	273	treatment	HSV-1	MOI 5	-6	-5	1	hr
SRR8957136	SRR8957136	1	single	1	0	83391126	3	25	272	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	272	treatment	HSV-1	MOI 5	-6	-5	1	hr
SRR8957135	SRR8957135	6	single	1	0	41905543	1	25	271	PRO-seq	Birkenheuer2020rna	H. sapiens	HEp2	271	treatment	HSV-1	MOI 5	-3	-2	1	hr
SRR6216706	SRR6216706	2	single	1	0	70380797	1	23	252	GRO-seq	Birkenheuer2018herpes	H. sapiens	HEp2	252	vehicle	mock infection medium		-3	0	3	hr
SRR6216707	SRR6216707	3	single	1	0	39889945	1	23	253	GRO-seq	Birkenheuer2018herpes	H. sapiens	HEp2	253	vehicle	mock infection medium		-3	0	3	hr
SRR6216708	SRR6216708	1	single	1	0	44178047	1	24	254	GRO-seq	Birkenheuer2018herpes	H. sapiens	HEp2	254	treatment	HSV-1	MOI 5	-3	0	3	hr
SRR6216709	SRR6216709	2	single	1	0	51489131	1	24	255	GRO-seq	Birkenheuer2018herpes	H. sapiens	HEp2	255	treatment	HSV-1	MOI 5	-3	0	3	hr
SRR6216710	SRR6216710	3	single	1	0	58104266	1	24	256	GRO-seq	Birkenheuer2018herpes	H. sapiens	HEp2	256	treatment	HSV-1	MOI 5	-3	0	3	hr
SRR6216711	SRR6216711	1	single	1	0	39469212	1	24	257	GRO-seq	Birkenheuer2018herpes	H. sapiens	HEp2	257	vehicle	mock infection medium		-3	0	3	hr
SRR7519719	SRR7519719	1	single	0	0	15424607	4	322	2584	GRO-seq	Viiri2019extensive	H. sapiens	hepatocyte	2584	no treatment			NULL	NULL	NULL	
SRR7519720	SRR7519720	2	single	0	0	31675744	2	322	2585	GRO-seq	Viiri2019extensive	H. sapiens	hepatocyte	2585	no treatment			NULL	NULL	NULL	
SRR7868794	SRR7868794	2	single	0	0	11704395	4	344	2694	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2694	no treatment			NULL	NULL	NULL	
SRR7868810	SRR7868810	2	single	0	0	17296001	3	344	2710	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2710	no treatment			NULL	NULL	NULL	
SRR7868811	SRR7868811	1	single	0	0	15616231	4	344	2711	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2711	no treatment			NULL	NULL	NULL	
SRR7868809	SRR7868809	1	single	0	0	15921543	3	344	2709	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2709	no treatment			NULL	NULL	NULL	
SRR7868812	SRR7868812	2	single	0	0	16657011	4	344	2712	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2712	no treatment			NULL	NULL	NULL	
SRR7868813	SRR7868813	1	single	0	0	15233300	3	344	2713	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2713	no treatment			NULL	NULL	NULL	
SRR7868814	SRR7868814	2	single	0	0	17045716	3	344	2714	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2714	no treatment			NULL	NULL	NULL	
SRR7868821	SRR7868821	3	single	0	0	32385253	4	344	2721	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2721	no treatment			NULL	NULL	NULL	
SRR7868800	SRR7868800	4	single	0	0	17949439	3	344	2700	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2700	no treatment			NULL	NULL	NULL	
SRR7868822	SRR7868822	4	single	0	0	30901956	4	344	2722	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2722	no treatment			NULL	NULL	NULL	
SRR7868793	SRR7868793	1	single	0	0	10452549	4	344	2693	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2693	no treatment			NULL	NULL	NULL	
SRR7868808	SRR7868808	2	single	0	0	17797671	3	344	2708	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2708	no treatment			NULL	NULL	NULL	
SRR7868807	SRR7868807	1	single	0	0	17201788	4	344	2707	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2707	no treatment			NULL	NULL	NULL	
SRR7868806	SRR7868806	2	single	0	0	18371927	3	344	2706	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2706	no treatment			NULL	NULL	NULL	
SRR7868805	SRR7868805	1	single	0	0	16949595	3	344	2705	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2705	no treatment			NULL	NULL	NULL	
SRR7868792	SRR7868792	2	single	0	0	10198837	4	344	2692	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2692	no treatment			NULL	NULL	NULL	
SRR7868791	SRR7868791	1	single	0	0	17764099	4	344	2691	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2691	no treatment			NULL	NULL	NULL	
SRR7868804	SRR7868804	2	single	0	0	15308989	4	344	2704	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2704	no treatment			NULL	NULL	NULL	
SRR7868803	SRR7868803	1	single	0	0	17419227	4	344	2703	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2703	no treatment			NULL	NULL	NULL	
SRR7868802	SRR7868802	2	single	0	0	17880681	4	344	2702	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2702	no treatment			NULL	NULL	NULL	
SRR7868801	SRR7868801	1	single	0	0	17224645	4	344	2701	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2701	no treatment			NULL	NULL	NULL	
SRR7868790	SRR7868790	2	single	0	0	11132963	4	344	2690	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2690	no treatment			NULL	NULL	NULL	
SRR7868789	SRR7868789	1	single	0	0	9107271	4	344	2689	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2689	no treatment			NULL	NULL	NULL	
SRR7868788	SRR7868788	2	single	0	0	9841618	4	344	2688	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2688	no treatment			NULL	NULL	NULL	
SRR7868787	SRR7868787	1	single	0	0	7332855	4	344	2687	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2687	no treatment			NULL	NULL	NULL	
SRR7868796	SRR7868796	2	single	0	0	9511065	4	344	2696	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2696	no treatment			NULL	NULL	NULL	
SRR7868815	SRR7868815	1	single	0	0	18682580	3	344	2715	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2715	no treatment			NULL	NULL	NULL	
SRR7868816	SRR7868816	2	single	0	0	18056602	3	344	2716	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2716	no treatment			NULL	NULL	NULL	
SRR7868819	SRR7868819	1	single	0	0	32719324	4	344	2719	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2719	no treatment			NULL	NULL	NULL	
SRR7868820	SRR7868820	2	single	0	0	25470885	4	344	2720	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2720	no treatment			NULL	NULL	NULL	
SRR7868785	SRR7868785	1	single	0	0	6565982	4	344	2685	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2685	no treatment			NULL	NULL	NULL	
SRR7868786	SRR7868786	2	single	0	0	10811919	4	344	2686	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2686	no treatment			NULL	NULL	NULL	
SRR7868799	SRR7868799	3	single	0	0	17034678	3	344	2699	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2699	no treatment			NULL	NULL	NULL	
SRR7868817	SRR7868817	5	single	0	0	28205543	4	344	2717	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2717	no treatment			NULL	NULL	NULL	
SRR7868818	SRR7868818	6	single	0	0	28004726	4	344	2718	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2718	no treatment			NULL	NULL	NULL	
SRR7868795	SRR7868795	1	single	0	0	10982747	4	344	2695	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2695	no treatment			NULL	NULL	NULL	
SRR7868798	SRR7868798	2	single	0	0	13274308	4	344	2698	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2698	no treatment			NULL	NULL	NULL	
SRR7868797	SRR7868797	1	single	0	0	7225637	4	344	2697	GRO-seq	Xiao2019pervasive	H. sapiens	HepG2	2697	no treatment			NULL	NULL	NULL	
SRR5109940	SRR5109940	1	single	0	0	16802516	2	34	341	GRO-seq	Bouvyliivrand2017analysis	H. sapiens	HepG2	341	no treatment			NULL	NULL	NULL	
SRR10063535	SRR10063535	3	single	0	0	14252269	3	193	1588	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HUVEC	1588	treatment	oxPAPC	30 g/mL	-6	0	6	hr
SRR10063530	SRR10063530	1	single	0	0	99426506	4	193	1583	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HUVEC	1583	treatment	oxPAPC	30 g/mL	-6	0	6	hr
SRR11849645	SRR11849645	1	single	0	0	18318861	2	193	1596	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HUVEC	1596	vehicle	methanol	0.06 percent	-2	0	2	hr
SRR11849646	SRR11849646	1	single	0	0	17057196	3	193	1597	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HUVEC	1597	vehicle	methanol	0.06 percent	-12	0	12	hr
SRR11849647	SRR11849647	1	single	0	0	20657216	1	193	1598	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HUVEC	1598	treatment	nitro-octadec-9-enoic acid	3 microM	-2	0	2	hr
SRR11849648	SRR11849648	1	single	0	0	17980978	2	193	1599	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HUVEC	1599	treatment	nitro-octadec-9-enoic acid	3 microM	-12	0	12	hr
SRR5253457	SRR5253457	1	single	0	0	5663925	4	237	1947	GRO-seq	Niskanen2018endothelial	H. sapiens	HUVEC	1947	no treatment			NULL	NULL	NULL	
SRR5253460	SRR5253460	2	single	0	0	15337452	2	237	1948	GRO-seq	Niskanen2018endothelial	H. sapiens	HUVEC	1948	no treatment			NULL	NULL	NULL	
SRR5253461	SRR5253461	3	single	0	0	18940314	2	237	1949	GRO-seq	Niskanen2018endothelial	H. sapiens	HUVEC	1949	no treatment			NULL	NULL	NULL	
SRR5253462	SRR5253462	4	single	0	0	15014124	2	237	1950	GRO-seq	Niskanen2018endothelial	H. sapiens	HUVEC	1950	no treatment			NULL	NULL	NULL	
SRR5253465	SRR5253465	1	single	0	0	6161964	4	237	1951	GRO-seq	Niskanen2018endothelial	H. sapiens	HUVEC	1951	treatment	hypoxia	1% O2, 5% CO2	-8	0	8	hr
SRR5253468	SRR5253468	2	single	0	0	15287017	2	237	1952	GRO-seq	Niskanen2018endothelial	H. sapiens	HUVEC	1952	treatment	hypoxia	1% O2, 5% CO2	-8	0	8	hr
SRR5253469	SRR5253469	3	single	0	0	16581884	2	237	1953	GRO-seq	Niskanen2018endothelial	H. sapiens	HUVEC	1953	treatment	hypoxia	1% O2, 5% CO2	-8	0	8	hr
SRR5253470	SRR5253470	4	single	0	0	13235585	3	237	1954	GRO-seq	Niskanen2018endothelial	H. sapiens	HUVEC	1954	treatment	hypoxia	1% O2, 5% CO2	-8	0	8	hr
SRR7692105	SRR7692105	1	single	0	0	16924649	3	225	1856	GRO-seq	Moreau2018transcriptional	H. sapiens	HUVEC	1856	treatment	hypoxia	1% O2, 5% CO2	-8	0	8	hr
SRR7692106	SRR7692106	1	single	0	0	17561790	2	225	1857	GRO-seq	Moreau2018transcriptional	H. sapiens	HUVEC	1857	treatment	hypoxia	1% O2, 5% CO2	-8	0	8	hr
SRR7692104	SRR7692104	1	single	0	0	15485288	2	225	1855	GRO-seq	Moreau2018transcriptional	H. sapiens	HUVEC	1855	treatment	hypoxia	1% O2, 5% CO2	-8	0	8	hr
SRR10063534	SRR10063534	2	single	0	0	15524855	2	193	1587	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HUVEC	1587	treatment	oxPAPC	30 g/mL	-6	0	6	hr
SRR6008470	SRR6008470	1	single	0	0	12410810	3	165	1399	GRO-seq	Kuosmanen2018nrf2	H. sapiens	HUVEC	1399	treatment	oxPAPC	30 microg/mL	-6	0	6	hr
SRR6008469	SRR6008469	1	single	0	0	15014124	2	165	1398	GRO-seq	Kuosmanen2018nrf2	H. sapiens	HUVEC	1398	no treatment			NULL	NULL	NULL	
SRR1406748	SRR1406748	2	single	0	0	15530647	2	149	1179	GRO-seq	Kaikkonen2014control	H. sapiens	HUVEC	1179	treatment	VEGF-A165	50 ng/mL	-2	0	2	hr
SRR10063525	SRR10063525	1	single	0	0	18940314	2	193	1578	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HUVEC	1578	vehicle	growth media		-6	0	6	hr
SRR10063526	SRR10063526	2	single	0	0	15014124	2	193	1579	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HUVEC	1579	vehicle	growth media		-6	0	6	hr
SRR10063535	SRR10063535	3	single	0	0	14252269	3	193	1588	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HUVEC	1588	treatment	hypoxia	1 percent O2, 5 percent CO2	-6	0	6	hr
SRR10063527	SRR10063527	1	single	0	0	14960294	3	193	1580	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HUVEC	1580	treatment	hypoxia	1 percent O2, 5 percent CO2	-6	0	6	hr
SRR10063528	SRR10063528	2	single	0	0	16581884	2	193	1581	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HUVEC	1581	treatment	hypoxia	1 percent O2, 5 percent CO2	-6	0	6	hr
SRR10063529	SRR10063529	3	single	0	0	13235585	3	193	1582	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HUVEC	1582	treatment	hypoxia	1 percent O2, 5 percent CO2	-6	0	6	hr
SRR10063531	SRR10063531	2	single	0	0	14378965	3	193	1584	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HUVEC	1584	treatment	oxPAPC	30 g/mL	-6	0	6	hr
SRR1406747	SRR1406747	2	single	0	0	13650121	3	149	1178	GRO-seq	Kaikkonen2014control	H. sapiens	HUVEC	1178	no treatment			NULL	NULL	NULL	
SRR1035899	SRR1035899	1	single	0	0	17956826	2	149	1175	GRO-seq	Kaikkonen2014control	H. sapiens	HUVEC	1175	treatment	VEGF-A165	50 ng/mL	-2	0	2	hr
SRR1035898	SRR1035898	1	single	0	0	17047198	2	149	1174	GRO-seq	Kaikkonen2014control	H. sapiens	HUVEC	1174	no treatment			NULL	NULL	NULL	
SRR5251075	SRZ5251074	1	single	0	0	29414758	3	34	352	GRO-seq	Bouvyliivrand2017analysis	H. sapiens	HUVEC	352	treatment	VEGF-A		-2	0	2	hr
SRR5251074	SRZ5251074	1	single	0	0	29414758	3	34	352	GRO-seq	Bouvyliivrand2017analysis	H. sapiens	HUVEC	352	treatment	VEGF-A		-2	0	2	hr
SRR5251073	SRZ5251072	1	single	0	0	21323756	3	34	351	GRO-seq	Bouvyliivrand2017analysis	H. sapiens	HUVEC	351	no treatment			NULL	NULL	NULL	
SRR5251072	SRZ5251072	1	single	0	0	21323756	3	34	351	GRO-seq	Bouvyliivrand2017analysis	H. sapiens	HUVEC	351	no treatment			NULL	NULL	NULL	
SRR5628716	SRR5628716	1	single	0	0	26020807	2	34	349	GRO-seq	Bouvyliivrand2017analysis	H. sapiens	HUVEC	349	no treatment			NULL	NULL	NULL	
SRR10063532	SRR10063532	3	single	0	0	12410810	3	193	1585	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HUVEC	1585	treatment	oxPAPC	30 g/mL	-6	0	6	hr
SRR10063533	SRR10063533	1	single	0	0	51447099	4	193	1586	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HUVEC	1586	treatment	hypoxia	1 percent O2, 5 percent CO2	-6	0	6	hr
SRR10063533	SRR10063533	1	single	0	0	51447099	4	193	1586	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HUVEC	1586	treatment	oxPAPC	30 g/mL	-6	0	6	hr
SRR10063534	SRR10063534	2	single	0	0	15524855	2	193	1587	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HUVEC	1587	treatment	hypoxia	1 percent O2, 5 percent CO2	-6	0	6	hr
SRR014284	SRZ014283	1	single	0	0	10696138	4	54	481	GRO-seq	Core2008nascent	H. sapiens	IMR90	481	no treatment			NULL	NULL	NULL	
SRR6205689	SRR6205689	1	single	1	0	31040368	2	268	2239	PRO-seq	Sen2019histone	H. sapiens	IMR90	2239	treatment	replicatively passaging until senescent		NULL	NULL	NULL	
SRR6205688	SRR6205688	1	single	1	0	35958834	2	268	2238	PRO-seq	Sen2019histone	H. sapiens	IMR90	2238	no treatment			NULL	NULL	NULL	
SRR639051	SRR639051	1	single	0	0	81913411	2	139	1077	GRO-seq	Jin2013high	H. sapiens	IMR90	1077	treatment	TNF-alpha	10 ng/mL	-1	0	1	hr
SRR639050	SRR639050	1	single	0	0	76503567	2	139	1076	GRO-seq	Jin2013high	H. sapiens	IMR90	1076	no treatment			NULL	NULL	NULL	
SRR014287	SRZ014286	2	single	0	0	8571768	4	54	482	GRO-seq	Core2008nascent	H. sapiens	IMR90	482	no treatment			NULL	NULL	NULL	
SRR014286	SRZ014286	2	single	0	0	8571768	4	54	482	GRO-seq	Core2008nascent	H. sapiens	IMR90	482	no treatment			NULL	NULL	NULL	
SRR014285	SRZ014283	1	single	0	0	10696138	4	54	481	GRO-seq	Core2008nascent	H. sapiens	IMR90	481	no treatment			NULL	NULL	NULL	
SRR014283	SRZ014283	1	single	0	0	10696138	4	54	481	GRO-seq	Core2008nascent	H. sapiens	IMR90	481	no treatment			NULL	NULL	NULL	
SRR7519712	SRR7519712	3	single	0	0	19457307	2	322	2577	GRO-seq	Viiri2019extensive	H. sapiens	iPSC	2577	treatment	hepatocyte differentiation protocol 1		NULL	NULL	NULL	
SRR7519715	SRR7519715	1	single	0	0	25137303	1	322	2580	GRO-seq	Viiri2019extensive	H. sapiens	iPSC	2580	treatment	hepatocyte differentiation protocol 2		NULL	NULL	NULL	
SRR7519717	SRR7519717	1	single	0	0	24728221	2	322	2582	GRO-seq	Viiri2019extensive	H. sapiens	iPSC	2582	treatment	hepatocyte differentiation protocol 2		NULL	NULL	NULL	
SRR7519718	SRR7519718	2	single	0	0	29055869	1	322	2583	GRO-seq	Viiri2019extensive	H. sapiens	iPSC	2583	treatment	hepatocyte differentiation protocol 2		NULL	NULL	NULL	
SRR7519716	SRR7519716	2	single	0	0	31609821	1	322	2581	GRO-seq	Viiri2019extensive	H. sapiens	iPSC	2581	treatment	hepatocyte differentiation protocol 2		NULL	NULL	NULL	
SRR7519711	SRR7519711	2	single	0	0	18797347	2	322	2576	GRO-seq	Viiri2019extensive	H. sapiens	iPSC	2576	treatment	hepatocyte differentiation protocol 1		NULL	NULL	NULL	
SRR7519709	SRR7519709	2	single	0	0	18874582	2	322	2574	GRO-seq	Viiri2019extensive	H. sapiens	iPSC	2574	no treatment			NULL	NULL	NULL	
SRR7519708	SRR7519708	1	single	0	0	14973252	3	322	2573	GRO-seq	Viiri2019extensive	H. sapiens	iPSC	2573	no treatment			NULL	NULL	NULL	
SRR7519714	SRR7519714	2	single	0	0	22098398	2	322	2579	GRO-seq	Viiri2019extensive	H. sapiens	iPSC	2579	treatment	hepatocyte differentiation protocol 2		NULL	NULL	NULL	
SRR7519713	SRR7519713	1	single	0	0	17236543	2	322	2578	GRO-seq	Viiri2019extensive	H. sapiens	iPSC	2578	treatment	hepatocyte differentiation protocol 2		NULL	NULL	NULL	
SRR7519710	SRR7519710	1	single	0	0	16744337	2	322	2575	GRO-seq	Viiri2019extensive	H. sapiens	iPSC	2575	treatment	hepatocyte differentiation protocol 1		NULL	NULL	NULL	
SRR1810072	SRZ1810071	1	single	1	0	58256679	2	67	577	PRO-seq	Danko2015identification	H. sapiens	Jurkat T cell	577	vehicle	DMSO/ethanol		-30	0	30	min
SRR1810071	SRZ1810071	1	single	1	0	58256679	2	67	577	PRO-seq	Danko2015identification	H. sapiens	Jurkat T cell	577	vehicle	DMSO/ethanol		-30	0	30	min
SRR7616132	SRR7616132	1	single	1	0	25162239	1	51	471	PRO-seq	Chu2018chromatin	H. sapiens	Jurkat T cell	471	no treatment			NULL	NULL	NULL	
SRR1823904	SRR1823904	2	single	0	0	16819631	2	236	1946	GRO-seq	Niskanen2015global	H. sapiens	K562	1946	treatment	heat shock	43 Celsius	-30	0	30	min
SRR12083665	SRR12083665	2	paired	0	0	47228404	1	26	281	PRO-seq	Blumberg2021characterizing	H. sapiens	K562	281	no treatment			NULL	NULL	NULL	
SRR8137173	SRR8137173	1	single	1	0	84010814	1	332	2630	PRO-seq	Wang2019identification	H. sapiens	K562	2630	no treatment			NULL	NULL	NULL	
SRR4454570	SRR4454570	2	single	1	0	33373631	1	319	2538	PRO-seq	Vihervaara2017transcriptional	H. sapiens	K562	2538	treatment	heat shock	42 Celsius	-30	0	30	min
SRR4454569	SRR4454569	1	single	1	0	130311998	2	319	2537	PRO-seq	Vihervaara2017transcriptional	H. sapiens	K562	2537	treatment	heat shock	42 Celsius	-30	0	30	min
SRR4454568	SRR4454568	2	single	1	0	35335856	1	319	2536	PRO-seq	Vihervaara2017transcriptional	H. sapiens	K562	2536	no treatment			NULL	NULL	NULL	
SRR4454567	SRR4454567	1	single	1	0	98057531	2	319	2535	PRO-seq	Vihervaara2017transcriptional	H. sapiens	K562	2535	no treatment			NULL	NULL	NULL	
SRR1823903	SRR1823903	1	single	0	0	18223617	2	236	1945	GRO-seq	Niskanen2015global	H. sapiens	K562	1945	treatment	heat shock	43 Celsius	-30	0	30	min
SRR1823902	SRR1823902	2	single	0	0	19643731	2	236	1944	GRO-seq	Niskanen2015global	H. sapiens	K562	1944	no treatment			NULL	NULL	NULL	
SRR1823901	SRR1823901	1	single	0	0	21680977	1	236	1943	GRO-seq	Niskanen2015global	H. sapiens	K562	1943	no treatment			NULL	NULL	NULL	
